CompanyName;Participation;Certification.Date;Certification.Due.Date;Type
Social SafeGuard;EU-U.S. Privacy Shield Framework;2016-11-01;2017-11-01;NON-HR
Social Strata, Inc.;EU-U.S. Privacy Shield Framework;2016-09-20;2017-09-20;NON-HR
Socialtext, Inc;EU-U.S. Privacy Shield Framework;2016-12-28;2017-12-28;HR, NON-HR
Sococo, Inc.;EU-U.S. Privacy Shield Framework;2017-03-28;2018-03-28;HR, NON-HR
Socure;EU-U.S. Privacy Shield Framework;2017-05-08;2018-05-08;NON-HR
Socure;Swiss-U.S. Privacy Shield Framework;2017-05-08;2018-05-08;NON-HR
Socure Inc.;EU-U.S. Privacy Shield Framework;2016-12-07;2017-12-07;NON-HR
SofterWare, Inc;EU-U.S. Privacy Shield Framework;2017-04-24;2018-04-24;NON-HR
Software AG USA, Inc.;EU-U.S. Privacy Shield Framework;2016-09-21;2017-09-21;NON-HR
Software Aspects, Inc. DBA Commerce Sync;EU-U.S. Privacy Shield Framework;2017-05-09;2018-05-09;NON-HR
Software Aspects, Inc. DBA Commerce Sync;Swiss-U.S. Privacy Shield Framework;2017-05-09;2018-05-09;NON-HR
SoGoSurvey;EU-U.S. Privacy Shield Framework;2017-03-30;2018-03-30;NON-HR
SolarWorld Americas inc;EU-U.S. Privacy Shield Framework;2017-02-09;2018-02-09;NON-HR
Solemma LLC;EU-U.S. Privacy Shield Framework;2017-04-10;2018-04-10;NON-HR
Sonatype, Inc.;EU-U.S. Privacy Shield Framework;2017-01-13;2018-01-13;NON-HR
Sonian;EU-U.S. Privacy Shield Framework;2017-02-13;2018-02-13;NON-HR
Sonic Foundry, Inc.;EU-U.S. Privacy Shield Framework;2016-10-14;2017-10-14;NON-HR
Sonobi, Inc.;EU-U.S. Privacy Shield Framework;2017-02-08;2018-02-08;NON-HR
SourceForge Media LLC;EU-U.S. Privacy Shield Framework;2016-11-02;2017-11-02;NON-HR
Sovren Group, Inc;EU-U.S. Privacy Shield Framework;2016-08-24;2017-08-24;NON-HR
Spanning Cloud Apps, LLC;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
Sparta Systems, Inc.;EU-U.S. Privacy Shield Framework;2016-10-06;2017-10-06;NON-HR
Spill Center, Inc.;EU-U.S. Privacy Shield Framework;2017-05-22;2018-05-22;NON-HR
SpiraLinks;EU-U.S. Privacy Shield Framework;2016-11-10;2017-11-10;NON-HR
SPK and Associates, LLC.;EU-U.S. Privacy Shield Framework;2017-04-17;2018-05-16;HR, NON-HR
SPK and Associates, LLC.;Swiss-U.S. Privacy Shield Framework;2017-04-17;2018-05-16;HR, NON-HR
Splunk Inc.;EU-U.S. Privacy Shield Framework;2016-11-21;2017-11-21;HR, NON-HR
SportyHQ;EU-U.S. Privacy Shield Framework;2017-03-24;2018-03-24;NON-HR
SpotMe;EU-U.S. Privacy Shield Framework;2017-04-03;2018-04-03;NON-HR
Spredfast, Inc.;EU-U.S. Privacy Shield Framework;2016-11-25;2018-04-12;HR, NON-HR
Spreedly, Inc;EU-U.S. Privacy Shield Framework;2016-11-29;2017-11-29;NON-HR
SPRI Clinical Trials - Global, LLC;EU-U.S. Privacy Shield Framework;2017-02-08;2018-02-08;NON-HR
Spring Mobile Solutions Inc;EU-U.S. Privacy Shield Framework;2016-11-22;2017-11-22;NON-HR
SpringCM;EU-U.S. Privacy Shield Framework;2016-10-21;2017-10-21;NON-HR
SprinkleBit Holding, Inc.;EU-U.S. Privacy Shield Framework;2017-02-21;2018-02-21;NON-HR
Sprinklr, Inc.;EU-U.S. Privacy Shield Framework;2016-10-05;2017-10-05;HR, NON-HR
Sprout Social;EU-U.S. Privacy Shield Framework;2016-11-08;2017-11-08;NON-HR
Square Enix, Inc.;EU-U.S. Privacy Shield Framework;2016-11-07;2017-11-07;HR, NON-HR
Squarespace, Inc.;EU-U.S. Privacy Shield Framework;2016-11-10;2017-11-10;HR, NON-HR
SquareTrade, Inc.;EU-U.S. Privacy Shield Framework;2016-11-22;2017-11-22;NON-HR
St. Jude Medical;EU-U.S. Privacy Shield Framework;None;2018-04-13;HR, NON-HR
Stabilitas;EU-U.S. Privacy Shield Framework;2017-04-21;2018-04-21;HR
Stampin' Up! Inc.;EU-U.S. Privacy Shield Framework;2016-11-15;2017-11-15;HR, NON-HR
Star Cloud Services;EU-U.S. Privacy Shield Framework;2017-04-05;2018-04-05;NON-HR
Star Compliance;EU-U.S. Privacy Shield Framework;2016-12-02;2017-12-02;NON-HR
Statistics & Data Corporation;EU-U.S. Privacy Shield Framework;2017-05-18;2018-05-18;NON-HR
STATS LLC;EU-U.S. Privacy Shield Framework;2016-10-31;2017-10-31;NON-HR
Steele CIS, LLC;EU-U.S. Privacy Shield Framework;2016-08-22;2017-08-22;NON-HR
Steele Compliance Solutions, Inc.;EU-U.S. Privacy Shield Framework;2017-05-09;2018-05-09;NON-HR
Stefanini, Inc.;EU-U.S. Privacy Shield Framework;2016-12-13;2017-12-13;HR, NON-HR
Stella & Dot LLC;EU-U.S. Privacy Shield Framework;2016-11-17;2017-11-17;NON-HR
Sterling Talent Solutions;EU-U.S. Privacy Shield Framework;2017-04-05;2018-04-05;HR, NON-HR
stickK.com, LLC;EU-U.S. Privacy Shield Framework;2016-11-21;2017-11-21;NON-HR
Stitch, Inc;Swiss-U.S. Privacy Shield Framework;2017-04-21;2017-10-11;NON-HR
Stitch, Inc;EU-U.S. Privacy Shield Framework;2016-10-11;2017-10-11;NON-HR
Stormpath, Inc.;EU-U.S. Privacy Shield Framework;2016-08-18;2017-08-18;NON-HR
Stovepipe Studios;EU-U.S. Privacy Shield Framework;2016-08-23;2017-08-23;NON-HR
Straight Shot Solutions, Inc. DBA iCapture;EU-U.S. Privacy Shield Framework;2017-02-16;2018-02-16;NON-HR
Straightline International;EU-U.S. Privacy Shield Framework;2017-04-26;2018-04-26;HR
Strategic Legal Solutions;EU-U.S. Privacy Shield Framework;2017-05-02;2018-05-02;HR, NON-HR
Strategic Systems Consulting, Inc. (dba eApps Hosting);EU-U.S. Privacy Shield Framework;2016-12-02;2017-12-02;NON-HR
Strativity Group, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-28;2017-09-13;NON-HR
Strativity Group, Inc.;EU-U.S. Privacy Shield Framework;2016-08-29;2017-09-13;NON-HR
Stratus Technologies, Inc.;EU-U.S. Privacy Shield Framework;2017-02-13;2018-02-13;HR, NON-HR
Stroz Friedberg, LLC;Swiss-U.S. Privacy Shield Framework;2017-05-01;2017-10-21;NON-HR
Stroz Friedberg, LLC;EU-U.S. Privacy Shield Framework;2016-10-21;2017-10-21;NON-HR
SugarCRM Inc.;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
Summitas LLC;EU-U.S. Privacy Shield Framework;2016-10-26;2017-10-26;NON-HR
Sumo Logic;EU-U.S. Privacy Shield Framework;2016-10-17;2017-10-17;NON-HR
Sungard Availability Services LP;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
Super Evil Mega Corp.;EU-U.S. Privacy Shield Framework;2016-11-19;2017-11-19;NON-HR
Supergiant Games, LLC;EU-U.S. Privacy Shield Framework;2017-05-16;2018-05-16;NON-HR
Superior Technology Solutions LLC;EU-U.S. Privacy Shield Framework;2016-10-20;2017-10-20;NON-HR
Supply Risk Solutions;EU-U.S. Privacy Shield Framework;2016-10-04;2017-10-04;NON-HR
Supportsync.com;EU-U.S. Privacy Shield Framework;2016-10-31;2017-10-31;NON-HR
SurfMerchants;EU-U.S. Privacy Shield Framework;2017-02-07;2018-02-07;NON-HR
Survata, Inc.;EU-U.S. Privacy Shield Framework;2017-02-22;2018-02-22;NON-HR
Survey Research Associates, Inc.;EU-U.S. Privacy Shield Framework;2017-05-16;2018-05-16;HR
SurveyConnect, Inc.;EU-U.S. Privacy Shield Framework;2017-01-25;2018-01-25;NON-HR
SurveyMonkey Inc.;EU-U.S. Privacy Shield Framework;2016-10-12;2017-10-12;NON-HR
Surveypal;EU-U.S. Privacy Shield Framework;2017-02-28;2018-02-28;NON-HR
Survox;EU-U.S. Privacy Shield Framework;2016-10-11;2017-10-11;NON-HR
Sutro Health Inc.;EU-U.S. Privacy Shield Framework;2016-12-01;2017-12-01;HR, NON-HR
Swift Prepaid Solutions;EU-U.S. Privacy Shield Framework;2016-10-13;2017-10-13;NON-HR
Sykes Enterprises;EU-U.S. Privacy Shield Framework;2016-12-06;2017-12-06;NON-HR
Sylogent LLC;EU-U.S. Privacy Shield Framework;2017-05-03;2018-05-03;NON-HR
Sylogent LLC;Swiss-U.S. Privacy Shield Framework;2017-05-03;2018-05-03;NON-HR
Symphony Communication Services, LLC;Swiss-U.S. Privacy Shield Framework;2017-05-26;2017-11-21;NON-HR
Symphony Communication Services, LLC;EU-U.S. Privacy Shield Framework;2016-11-21;2017-11-21;NON-HR
Symphony Talent, LLC;EU-U.S. Privacy Shield Framework;2016-11-01;2017-11-01;NON-HR
Symplicity;EU-U.S. Privacy Shield Framework;2017-03-21;2018-03-21;NON-HR
Synack, Inc.;EU-U.S. Privacy Shield Framework;2017-04-27;2018-05-11;NON-HR
Synack, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-27;2018-05-11;NON-HR
Synacor, Inc.;EU-U.S. Privacy Shield Framework;2016-12-21;2017-12-21;HR, NON-HR
Syncano Inc;EU-U.S. Privacy Shield Framework;2016-09-02;2017-09-02;NON-HR
Synchrogenix Information Strategies, LLC;EU-U.S. Privacy Shield Framework;2017-03-23;2018-03-23;HR, NON-HR
Synchronous Technologies Inc DBA GreenRope;Swiss-U.S. Privacy Shield Framework;2017-04-18;2018-04-18;NON-HR
Synchronous Technologies Inc DBA GreenRope;EU-U.S. Privacy Shield Framework;2016-10-26;2018-04-18;NON-HR
SyncOnSet Technologies;EU-U.S. Privacy Shield Framework;2016-10-18;2017-10-18;NON-HR
Syncplicity, LLC;EU-U.S. Privacy Shield Framework;2016-10-04;2017-10-04;NON-HR
Synoptek, LLC;EU-U.S. Privacy Shield Framework;2017-01-25;2018-01-25;NON-HR
Sys-Tech Solutions, Inc. d/b/a Systech International;EU-U.S. Privacy Shield Framework;2016-11-19;2017-11-19;HR, NON-HR
T&M Protection Resources, LLC;EU-U.S. Privacy Shield Framework;2017-05-22;2018-05-22;NON-HR
Tableau Software, Inc.;EU-U.S. Privacy Shield Framework;2017-01-10;2018-01-10;NON-HR
Tactivos, Inc. DBA MURAL;Swiss-U.S. Privacy Shield Framework;2017-04-25;2018-02-23;NON-HR
Tactivos, Inc. DBA MURAL;EU-U.S. Privacy Shield Framework;2017-02-23;2018-02-23;NON-HR
Taiho Oncology, Inc.;EU-U.S. Privacy Shield Framework;2016-11-14;2017-11-14;NON-HR
TalentDrive LLC;EU-U.S. Privacy Shield Framework;2016-11-14;2017-11-14;NON-HR
TalentSky, Inc.;EU-U.S. Privacy Shield Framework;2017-05-24;2018-05-24;HR, NON-HR
Talkdesk, Inc.;EU-U.S. Privacy Shield Framework;2016-09-07;2017-09-07;NON-HR
Talmetrix, Inc;EU-U.S. Privacy Shield Framework;2017-03-06;2018-03-06;NON-HR
TapClicks, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-27;2017-12-07;NON-HR
TapClicks, Inc.;EU-U.S. Privacy Shield Framework;2016-12-07;2017-12-07;NON-HR
TapResearch;EU-U.S. Privacy Shield Framework;2016-09-15;2017-09-15;NON-HR
Target Training International, Ltd.;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
TaskRabbit, Inc.;EU-U.S. Privacy Shield Framework;2017-03-20;2018-03-20;NON-HR
TaskUs;EU-U.S. Privacy Shield Framework;2016-08-18;2017-08-18;NON-HR
Tasseologic;EU-U.S. Privacy Shield Framework;2016-08-12;2017-08-12;NON-HR
Tate & Lyle Americas LLC;EU-U.S. Privacy Shield Framework;2017-02-09;2018-02-09;HR, NON-HR
Taulia Inc.;EU-U.S. Privacy Shield Framework;2016-10-19;2017-10-19;NON-HR
Tax Compliance, Inc.;EU-U.S. Privacy Shield Framework;2016-08-12;2017-08-12;NON-HR
TBWA Worldwide Inc.;EU-U.S. Privacy Shield Framework;2016-11-29;2017-11-29;HR, NON-HR
TCN, Inc.;EU-U.S. Privacy Shield Framework;2017-03-15;2018-03-15;NON-HR
TDARX - NOCDOC;EU-U.S. Privacy Shield Framework;2017-02-13;2018-02-13;HR, NON-HR
TE Connectivity;EU-U.S. Privacy Shield Framework;2017-02-24;2018-02-24;HR, NON-HR
Tealium, Inc.;EU-U.S. Privacy Shield Framework;2017-01-13;2018-01-13;HR, NON-HR
TeamSupport;EU-U.S. Privacy Shield Framework;2016-09-13;2017-09-13;NON-HR
TeamWork Online LLC;EU-U.S. Privacy Shield Framework;2016-11-04;2017-11-04;NON-HR
Technology Spa, LLC;EU-U.S. Privacy Shield Framework;2016-10-26;2017-10-26;NON-HR
Technomedia Talent Management Inc.;EU-U.S. Privacy Shield Framework;2016-09-07;2017-09-07;NON-HR
TechStyle, Inc.;EU-U.S. Privacy Shield Framework;2016-10-21;2017-10-21;NON-HR
TechTarget, Inc.;EU-U.S. Privacy Shield Framework;2017-02-10;2018-02-10;HR, NON-HR
Tecplot, Inc.;EU-U.S. Privacy Shield Framework;2017-05-03;2018-05-03;NON-HR
Telefonica USA, Inc.;EU-U.S. Privacy Shield Framework;2016-10-21;2017-10-21;NON-HR
TeleMate.Net Software;EU-U.S. Privacy Shield Framework;2017-04-25;2018-04-25;NON-HR
TeleMate.Net Software;Swiss-U.S. Privacy Shield Framework;2017-04-25;2018-04-25;NON-HR
TeleMessage;EU-U.S. Privacy Shield Framework;2016-12-13;2017-12-13;NON-HR
Telenav, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-20;2018-03-30;NON-HR
Telenav, Inc.;EU-U.S. Privacy Shield Framework;2016-09-23;2018-03-30;HR, NON-HR
Telescope;EU-U.S. Privacy Shield Framework;2017-02-10;2018-02-10;NON-HR
Teletech;EU-U.S. Privacy Shield Framework;2017-01-11;2018-01-11;HR, NON-HR
Telltale, Inc.;EU-U.S. Privacy Shield Framework;2016-12-21;2017-12-21;NON-HR
TELUS International;EU-U.S. Privacy Shield Framework;2017-05-16;2018-05-16;HR, NON-HR
TELUS International;Swiss-U.S. Privacy Shield Framework;2017-05-16;2018-05-16;HR, NON-HR
Tendril Networks, Inc.;EU-U.S. Privacy Shield Framework;2017-05-04;2018-05-04;HR, NON-HR
Tenneco;EU-U.S. Privacy Shield Framework;2016-10-25;2017-10-25;HR
Teradata Corporation;EU-U.S. Privacy Shield Framework;2017-01-06;2018-01-06;HR, NON-HR
TERIS - Phoenix;EU-U.S. Privacy Shield Framework;2017-02-06;2018-02-06;NON-HR
Tervela, Inc.;EU-U.S. Privacy Shield Framework;2017-01-04;2018-01-04;NON-HR
Tesla Motors, Inc.;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
Test Organization;EU-U.S. Privacy Shield Framework;2017-04-11;2018-04-21;HR, NON-HR
Teva Pharmaceuticals USA, Inc.;EU-U.S. Privacy Shield Framework;2016-11-29;2017-11-29;HR, NON-HR
The 2112 Group;EU-U.S. Privacy Shield Framework;2016-09-15;2017-09-15;NON-HR
The Anvil Group LLC;EU-U.S. Privacy Shield Framework;2016-12-07;2017-12-07;NON-HR
The Beanstalk Group, LLC;EU-U.S. Privacy Shield Framework;2016-11-25;2017-11-25;HR, NON-HR
The Boeing Company;EU-U.S. Privacy Shield Framework;2016-11-14;2017-11-14;HR
The Channel Company, LLC;EU-U.S. Privacy Shield Framework;2016-09-29;2017-09-29;NON-HR
The Cluen Corporation;EU-U.S. Privacy Shield Framework;2017-05-24;2018-05-24;HR, NON-HR
The Debt Exchange, Inc.;EU-U.S. Privacy Shield Framework;2016-12-21;2017-12-21;NON-HR
The Emmes Corporation;EU-U.S. Privacy Shield Framework;2016-12-09;2017-12-09;HR, NON-HR
The French's Food Company LLC;EU-U.S. Privacy Shield Framework;2017-03-22;2018-03-22;HR, NON-HR
The Group for Organizational Effectiveness, Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-02;2017-12-09;NON-HR
The Group for Organizational Effectiveness, Inc.;EU-U.S. Privacy Shield Framework;2016-12-09;2017-12-09;NON-HR
The Guestbook;Swiss-U.S. Privacy Shield Framework;2017-04-18;2017-11-22;NON-HR
The Guestbook;EU-U.S. Privacy Shield Framework;2016-11-22;2017-11-22;NON-HR
The Helen Brown Group, LLC;EU-U.S. Privacy Shield Framework;2017-02-08;2018-02-08;NON-HR
The Hertz Corporation;EU-U.S. Privacy Shield Framework;2017-02-07;2018-02-07;HR, NON-HR
The Juice Plus+ Company, LLC;Swiss-U.S. Privacy Shield Framework;2017-04-26;2018-02-13;NON-HR
The Juice Plus+ Company, LLC;EU-U.S. Privacy Shield Framework;2017-02-13;2018-02-13;NON-HR
The Leadership Circle, LLC;EU-U.S. Privacy Shield Framework;2017-01-12;2018-01-12;NON-HR
The Marketing Arm Inc.;EU-U.S. Privacy Shield Framework;2016-12-06;2017-12-06;HR, NON-HR
The MathWorks, Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-18;2017-11-16;NON-HR
The MathWorks, Inc.;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
The NoCheck Group, LLC;EU-U.S. Privacy Shield Framework;2017-01-04;2018-01-04;NON-HR
The Pharmaceutical Security Instititute, Inc.;EU-U.S. Privacy Shield Framework;2016-10-21;2018-04-12;NON-HR
The Planning Shop International;EU-U.S. Privacy Shield Framework;2016-12-01;2017-12-01;HR, NON-HR
The Republic of Tea;EU-U.S. Privacy Shield Framework;2017-03-14;2018-03-14;NON-HR
The Rocket Science Group LLC d/b/a MailChimp;EU-U.S. Privacy Shield Framework;2016-11-21;2017-11-21;NON-HR
The ServInt Corporation;EU-U.S. Privacy Shield Framework;2017-03-31;2018-03-31;NON-HR
The Suddath Companies and its U.S. subsidiaries;EU-U.S. Privacy Shield Framework;2016-11-07;2017-11-07;HR, NON-HR
The TKBH Company LLC;EU-U.S. Privacy Shield Framework;2016-12-01;2017-12-01;NON-HR
The Trade Desk, Inc.;EU-U.S. Privacy Shield Framework;2016-11-18;2017-11-18;NON-HR
The Vitality Group;EU-U.S. Privacy Shield Framework;2016-12-20;2017-12-20;NON-HR
TheMIGroup;EU-U.S. Privacy Shield Framework;2016-09-13;2017-09-13;NON-HR
Themis North America Inc;EU-U.S. Privacy Shield Framework;2017-02-09;2018-02-09;NON-HR
ThousandEyes;Swiss-U.S. Privacy Shield Framework;2017-05-26;2018-05-26;NON-HR
ThousandEyes;EU-U.S. Privacy Shield Framework;2016-10-04;2017-10-04;HR, NON-HR
ThreatMetrix, Inc.;EU-U.S. Privacy Shield Framework;2016-10-21;2017-10-21;NON-HR
ThreeWire, Inc.;EU-U.S. Privacy Shield Framework;2016-09-06;2017-09-06;NON-HR
Thrive TRM, LLC;EU-U.S. Privacy Shield Framework;2017-02-07;2018-02-07;NON-HR
TIBCO Software Inc.;EU-U.S. Privacy Shield Framework;2017-04-24;2018-04-24;NON-HR
TicketNetwork, Inc.;EU-U.S. Privacy Shield Framework;2016-12-28;2017-12-28;NON-HR
Tickets.com;EU-U.S. Privacy Shield Framework;2017-02-10;2018-02-10;NON-HR
TierPoint;EU-U.S. Privacy Shield Framework;2016-10-12;2017-10-12;NON-HR
Tiffany & Co.;EU-U.S. Privacy Shield Framework;2016-10-20;2017-10-20;HR, NON-HR
Time Keeping Systems, Inc.;EU-U.S. Privacy Shield Framework;2017-02-21;2018-02-21;NON-HR
TimeTrade Systems Inc;EU-U.S. Privacy Shield Framework;2016-10-11;2017-10-11;NON-HR
TiVo Inc.;EU-U.S. Privacy Shield Framework;2016-12-02;2017-12-02;HR, NON-HR
TMNA Services, LLC;Swiss-U.S. Privacy Shield Framework;2017-05-18;2018-01-09;HR, NON-HR
TMNA Services, LLC;EU-U.S. Privacy Shield Framework;2017-01-09;2018-01-09;HR, NON-HR
TMP Worldwide Advertising & Communications, LLC;EU-U.S. Privacy Shield Framework;2016-10-07;2017-10-07;NON-HR
TOK.tv;EU-U.S. Privacy Shield Framework;2016-11-29;2017-11-29;NON-HR
TokBox Inc;EU-U.S. Privacy Shield Framework;2016-10-06;2017-10-06;NON-HR
TokenEx;EU-U.S. Privacy Shield Framework;2017-03-23;2018-03-23;NON-HR
Toolbox Genomics;EU-U.S. Privacy Shield Framework;2017-05-18;2018-05-18;NON-HR
Toolbox Genomics, Inc.;EU-U.S. Privacy Shield Framework;2017-05-24;2018-05-24;NON-HR
Topaz International Ltd.;EU-U.S. Privacy Shield Framework;2016-12-07;2017-12-07;NON-HR
TopLine Communication LLC;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
TotalDiscovery;EU-U.S. Privacy Shield Framework;2017-01-24;2018-01-24;NON-HR
Totango Inc;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;NON-HR
Touchcommerce;EU-U.S. Privacy Shield Framework;2016-11-22;2017-11-22;NON-HR
Tourshae Music;Swiss-U.S. Privacy Shield Framework;2017-05-02;2017-10-06;NON-HR
Tourshae Music;EU-U.S. Privacy Shield Framework;2016-10-06;2017-10-06;NON-HR
TowerData;EU-U.S. Privacy Shield Framework;2016-11-29;2017-11-29;NON-HR
TQ CRM Systems, LLC;EU-U.S. Privacy Shield Framework;2017-04-04;2018-04-04;NON-HR
TRACE Inc.;EU-U.S. Privacy Shield Framework;2016-11-29;2017-11-29;NON-HR
TRACKVIA, INC.;EU-U.S. Privacy Shield Framework;2016-10-06;2017-10-06;HR, NON-HR
TRACOM Group;EU-U.S. Privacy Shield Framework;2017-01-05;2018-01-05;NON-HR
Tradeshift, Inc;EU-U.S. Privacy Shield Framework;2017-02-07;2018-02-07;NON-HR
Trakstar;EU-U.S. Privacy Shield Framework;2016-09-19;2017-09-19;HR
Transatlantic Translations Company LLC;EU-U.S. Privacy Shield Framework;2017-01-13;2018-01-13;HR, NON-HR
Transmedia Storyteller Ltd;EU-U.S. Privacy Shield Framework;2016-12-12;2017-12-12;HR
TransPerfect;EU-U.S. Privacy Shield Framework;2016-12-23;2017-12-23;HR, NON-HR
Travel and Transport, Inc.;EU-U.S. Privacy Shield Framework;2017-01-13;2018-01-13;HR, NON-HR
Travel Incorporated;EU-U.S. Privacy Shield Framework;2017-04-25;2018-04-25;NON-HR
Traxo, Inc.;EU-U.S. Privacy Shield Framework;2016-08-29;2017-08-29;NON-HR
TRC Global Mobility, Inc.;EU-U.S. Privacy Shield Framework;2016-12-29;2017-12-29;NON-HR
Treasure Data;EU-U.S. Privacy Shield Framework;2017-02-28;2018-02-28;NON-HR
TreeHouse Foods Inc.;EU-U.S. Privacy Shield Framework;2017-03-20;2018-03-20;HR, NON-HR
Trek Bicycle Corporation;EU-U.S. Privacy Shield Framework;2017-03-03;2018-03-03;HR, NON-HR
Trello, Inc.;EU-U.S. Privacy Shield Framework;2016-12-08;2017-12-08;NON-HR
TriCore Solutions LLC;Swiss-U.S. Privacy Shield Framework;2017-05-26;2018-05-26;NON-HR
TriCore Solutions LLC;EU-U.S. Privacy Shield Framework;2016-11-02;2017-11-12;NON-HR
TRIEVR Data Services, Inc.;EU-U.S. Privacy Shield Framework;2017-03-31;2018-03-31;NON-HR
Trifecta Multimedia DBA Trifecta Clinical;EU-U.S. Privacy Shield Framework;2017-04-21;2018-04-21;HR
TriNet Group, Inc.;EU-U.S. Privacy Shield Framework;2017-01-09;2018-01-09;NON-HR
TriNetX, Inc.;EU-U.S. Privacy Shield Framework;2017-02-21;2018-02-21;NON-HR
TRIPBAM Inc.;EU-U.S. Privacy Shield Framework;2016-11-29;2017-11-29;NON-HR
Trisept Solutions, LLC;EU-U.S. Privacy Shield Framework;2016-12-30;2017-12-30;NON-HR
Tritan Software Corporation;EU-U.S. Privacy Shield Framework;2016-11-04;2017-11-04;HR, NON-HR
Trondent Development Corp.;EU-U.S. Privacy Shield Framework;2017-01-04;2018-01-04;NON-HR
Trov Inc.;EU-U.S. Privacy Shield Framework;2017-05-04;2018-05-04;NON-HR
True Partners Consulting, LLC;EU-U.S. Privacy Shield Framework;2017-04-11;2018-04-11;HR, NON-HR
TrueBlue, Inc.;EU-U.S. Privacy Shield Framework;2017-01-04;2018-01-04;HR, NON-HR
TRUSTe;EU-U.S. Privacy Shield Framework;2016-10-21;2017-10-21;NON-HR
TrustedSec;EU-U.S. Privacy Shield Framework;2016-09-07;2017-09-07;NON-HR
Truth Technologies Inc;EU-U.S. Privacy Shield Framework;2017-03-02;2018-03-02;NON-HR
TSI USA, LLC;EU-U.S. Privacy Shield Framework;2016-09-13;2017-09-13;NON-HR
TUNE;EU-U.S. Privacy Shield Framework;2016-09-26;2017-09-26;HR, NON-HR
Tungsten Network Inc;EU-U.S. Privacy Shield Framework;2017-01-11;2018-01-11;NON-HR
Turn Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-25;2017-11-02;NON-HR
Turn Inc.;EU-U.S. Privacy Shield Framework;2016-11-02;2017-11-02;NON-HR
Turnitin, LLC;EU-U.S. Privacy Shield Framework;2017-03-21;2018-03-21;NON-HR
turnkey Internet, Inc;EU-U.S. Privacy Shield Framework;2017-03-24;2018-03-24;NON-HR
TurnTo Networks;EU-U.S. Privacy Shield Framework;2017-01-10;2018-01-10;NON-HR
Twilio Inc.;EU-U.S. Privacy Shield Framework;2016-10-25;2017-10-25;NON-HR
Twin Particle, LLC d/b/a Gather Digital;EU-U.S. Privacy Shield Framework;2016-11-25;2017-11-25;NON-HR
Twitter;EU-U.S. Privacy Shield Framework;2016-11-16;2017-11-16;HR, NON-HR
UDC, LLC;EU-U.S. Privacy Shield Framework;2017-03-03;2018-03-03;HR, NON-HR
Ultimate Software Group, Inc.;Swiss-U.S. Privacy Shield Framework;2017-05-17;2017-09-16;HR, NON-HR
Ultimate Software Group, Inc.;EU-U.S. Privacy Shield Framework;2016-09-16;2017-09-16;HR, NON-HR
Umbel Corporation;EU-U.S. Privacy Shield Framework;2016-10-28;2017-10-28;NON-HR
Unacast, Inc.;EU-U.S. Privacy Shield Framework;2017-02-06;2018-02-06;HR, NON-HR
Under Armour, Inc.;EU-U.S. Privacy Shield Framework;2017-02-09;2018-02-09;HR, NON-HR
Unified Logic;EU-U.S. Privacy Shield Framework;2017-01-19;2018-01-19;HR, NON-HR
Unify Square, Inc.;Swiss-U.S. Privacy Shield Framework;2017-04-26;2017-11-10;HR, NON-HR
Unify Square, Inc.;EU-U.S. Privacy Shield Framework;2016-11-10;2017-11-10;HR, NON-HR
